clientes_ativos,faturamento_mensal,faturamento_acumulado,anos_empresa,tipo_servico,ticket_medio,mix_receita,canais_vendas,churn,parcerias,investimento_externo,branding_reputacao,network_time,uso_tecnologia,roadmap_produto,nps,eficiencia_operacional,escala_tecnologica,financas_unidade,headcount,experiencia_lideranca,treinamento,rotatividade_time,governanca_financeira,score_total
4198,41504,966902,5.0,Produto,362.49,3–5 clientes >50%,2,0.198,Nenhuma,Aceleradora/Anjo,Não reconhecida,Não,Alto,Parcial,30,Quase tudo,Sim,Não,115,Experiência parcial,Regularmente,0.081,Controles básicos,52.57
166,31488,13519206,4.9,Serviço,278.64,1–2 clientes >50%,3,0.009,Poucas,Série A+,Algum reconhecimento,Ocasionalmente,Alto,Não existe,49,Quase nada,Parcialmente,Não,165,Experiência parcial,Às vezes,0.419,Controles básicos,57.97
1757,17320,323520,9.8,Serviço,1711.65,3–5 clientes >50%,5,0.361,Algumas,Aceleradora/Anjo,Não reconhecida,Não,Alto,Claro e executado,64,Quase tudo,Sim,Não,105,Sem experiência,Regularmente,0.121,Controles básicos,58.09
3604,20039,461506,7.1,Produto,1723.69,3–5 clientes >50%,2,0.26,Muitas,Série A+,Não reconhecida,"Sim, forte",Alto,Parcial,69,Quase nada,Não,Algumas,105,Experiência parcial,Regularmente,0.267,Controles básicos,59.41
1122,6175,4451670,8.2,Serviço,463.75,Receita diversificada,3,0.126,Muitas,Seed/Pré-Série A,Não reconhecida,Ocasionalmente,Alto,Não existe,7,Parcialmente,Sim,Não,176,Sem experiência,Nunca,0.308,Não existem controles,44.02
1185,385852,16025346,0.7,Serviço,5843.35,3–5 clientes >50%,4,0.334,Nenhuma,Aceleradora/Anjo,Algum reconhecimento,Ocasionalmente,Baixo,Claro e executado,28,Parcialmente,Parcialmente,Algumas,102,Experiência parcial,Às vezes,0.498,DRE e auditoria,44.69
467,960763,1310317,9.5,Produto,1345.6,Receita diversificada,5,0.041,Nenhuma,Aceleradora/Anjo,Reconhecimento forte,Não,Baixo,Claro e executado,68,Quase tudo,Não,Não,161,Sem experiência,Nunca,0.112,Controles básicos,55.9
4878,1473018,12766697,2.4,Produto,226.75,3–5 clientes >50%,4,0.358,Nenhuma,Seed/Pré-Série A,Algum reconhecimento,Não,Baixo,Não existe,-1,Parcialmente,Não,Não,24,Experiência parcial,Nunca,0.415,DRE e auditoria,38.66
4154,12605,3596200,9.8,Serviço,24302.82,1–2 clientes >50%,5,0.026,Nenhuma,Aceleradora/Anjo,Reconhecimento forte,Não,Alto,Parcial,46,Quase nada,Parcialmente,Algumas,125,Sem experiência,Nunca,0.366,DRE e auditoria,51.57
4091,94034,3326374,5.6,Produto,657.94,1–2 clientes >50%,5,0.296,Poucas,Série A+,Reconhecimento forte,Não,Alto,Parcial,46,Quase tudo,Sim,Não,199,Experiência parcial,Nunca,0.191,Controles básicos,52.53
2339,751258,83078,2.5,Produto,2054.77,1–2 clientes >50%,3,0.169,Poucas,Seed/Pré-Série A,Não reconhecida,"Sim, forte",Alto,Não existe,1,Parcialmente,Sim,Algumas,10,Sem experiência,Regularmente,0.484,DRE e auditoria,56.57
4063,11446,17186,7.4,Serviço,387.52,3–5 clientes >50%,4,0.354,Poucas,Não,Reconhecimento forte,Não,Alto,Não existe,99,Quase nada,Parcialmente,Algumas,25,Experiência forte,Às vezes,0.197,DRE e auditoria,55.0
3811,1184520,22702,8.9,Produto,1222.99,3–5 clientes >50%,3,0.018,Algumas,Aceleradora/Anjo,Reconhecimento forte,Não,Alto,Não existe,43,Quase tudo,Não,Não,65,Experiência parcial,Nunca,0.153,Controles básicos,67.18
2879,17582,224721,8.6,Serviço,1676.8,Receita diversificada,2,0.375,Muitas,Seed/Pré-Série A,Não reconhecida,Não,Médio,Parcial,5,Quase nada,Parcialmente,Não,186,Experiência parcial,Nunca,0.269,DRE e auditoria,52.98
2916,29870,47694,5.0,Produto,71.66,1–2 clientes >50%,5,0.032,Algumas,Seed/Pré-Série A,Algum reconhecimento,Não,Baixo,Não existe,42,Quase nada,Sim,"Sim, regularmente",143,Sem experiência,Nunca,0.272,Controles básicos,59.1
4014,1947015,1194341,7.9,Serviço,241.62,Receita diversificada,3,0.23,Algumas,Série A+,Algum reconhecimento,"Sim, forte",Médio,Parcial,63,Quase tudo,Parcialmente,Algumas,164,Experiência forte,Às vezes,0.082,DRE e auditoria,69.36
3729,461692,4401590,4.3,Serviço,6522.29,3–5 clientes >50%,4,0.288,Poucas,Seed/Pré-Série A,Reconhecimento forte,Não,Alto,Não existe,100,Quase nada,Sim,Algumas,157,Experiência parcial,Regularmente,0.461,DRE e auditoria,60.86
3680,193627,3784206,8.4,Produto,289.87,Receita diversificada,3,0.382,Algumas,Aceleradora/Anjo,Não reconhecida,Ocasionalmente,Baixo,Não existe,-10,Parcialmente,Parcialmente,Não,168,Experiência forte,Nunca,0.21,DRE e auditoria,54.72
1613,26470,2494523,8.9,Produto,108.22,1–2 clientes >50%,5,0.378,Poucas,Não,Algum reconhecimento,Ocasionalmente,Baixo,Não existe,52,Parcialmente,Sim,Algumas,181,Sem experiência,Às vezes,0.003,Não existem controles,37.3
2861,17806,5505627,5.0,Serviço,157.9,1–2 clientes >50%,3,0.282,Nenhuma,Seed/Pré-Série A,Reconhecimento forte,Ocasionalmente,Baixo,Claro e executado,91,Quase tudo,Não,"Sim, regularmente",23,Experiência parcial,Às vezes,0.16,Controles básicos,43.41
3312,342319,1264362,2.6,Serviço,29696.63,1–2 clientes >50%,4,0.39,Nenhuma,Seed/Pré-Série A,Algum reconhecimento,"Sim, forte",Baixo,Parcial,44,Quase nada,Sim,Não,75,Experiência forte,Às vezes,0.29,Não existem controles,36.25
2423,1293749,154780,3.5,Serviço,41620.39,1–2 clientes >50%,5,0.398,Nenhuma,Não,Não reconhecida,"Sim, forte",Médio,Parcial,68,Parcialmente,Sim,"Sim, regularmente",36,Sem experiência,Às vezes,0.469,Não existem controles,37.02
2306,4768,4528247,0.6,Serviço,1443.69,Receita diversificada,2,0.332,Muitas,Não,Algum reconhecimento,Ocasionalmente,Médio,Claro e executado,84,Parcialmente,Não,"Sim, regularmente",46,Sem experiência,Nunca,0.487,Controles básicos,54.19
1433,1941517,2998887,8.9,Produto,498.81,3–5 clientes >50%,3,0.218,Nenhuma,Não,Algum reconhecimento,Ocasionalmente,Alto,Claro e executado,85,Quase tudo,Sim,"Sim, regularmente",10,Experiência parcial,Nunca,0.239,DRE e auditoria,57.74
1513,24640,19354986,2.1,Serviço,2525.48,3–5 clientes >50%,2,0.072,Algumas,Seed/Pré-Série A,Algum reconhecimento,Não,Alto,Parcial,29,Quase nada,Não,Algumas,88,Experiência parcial,Nunca,0.021,Controles básicos,58.34
2537,132709,172307,6.6,Serviço,652.64,3–5 clientes >50%,5,0.164,Muitas,Não,Reconhecimento forte,Ocasionalmente,Médio,Não existe,64,Parcialmente,Sim,Não,180,Experiência forte,Regularmente,0.095,Controles básicos,71.0
1415,47123,71010,8.0,Serviço,863.35,Receita diversificada,5,0.272,Nenhuma,Série A+,Reconhecimento forte,Não,Alto,Claro e executado,72,Parcialmente,Sim,Não,94,Experiência forte,Nunca,0.195,DRE e auditoria,53.4
4752,1069,978275,1.1,Produto,937.15,3–5 clientes >50%,4,0.056,Algumas,Não,Algum reconhecimento,Não,Médio,Claro e executado,13,Quase tudo,Parcialmente,Algumas,157,Experiência parcial,Às vezes,0.184,DRE e auditoria,61.66
4111,30015,873245,6.6,Produto,60.14,3–5 clientes >50%,3,0.242,Poucas,Série A+,Reconhecimento forte,Ocasionalmente,Médio,Não existe,87,Quase tudo,Parcialmente,Algumas,196,Experiência parcial,Às vezes,0.257,DRE e auditoria,56.63
3992,2629,839174,0.3,Serviço,107.21,1–2 clientes >50%,5,0.183,Nenhuma,Seed/Pré-Série A,Algum reconhecimento,Ocasionalmente,Médio,Parcial,89,Quase nada,Parcialmente,"Sim, regularmente",12,Sem experiência,Nunca,0.088,Não existem controles,34.3
2936,808717,15126058,1.0,Serviço,8035.46,Receita diversificada,2,0.25,Poucas,Seed/Pré-Série A,Reconhecimento forte,Não,Médio,Parcial,86,Quase tudo,Sim,"Sim, regularmente",138,Experiência forte,Às vezes,0.265,Controles básicos,63.85
517,150256,8791303,7.5,Serviço,7441.69,Receita diversificada,1,0.288,Muitas,Seed/Pré-Série A,Não reconhecida,"Sim, forte",Médio,Não existe,40,Parcialmente,Sim,Algumas,37,Sem experiência,Às vezes,0.445,Controles básicos,58.56
2116,9718,3594207,7.2,Serviço,3201.76,Receita diversificada,3,0.116,Nenhuma,Série A+,Não reconhecida,Ocasionalmente,Alto,Parcial,21,Parcialmente,Sim,Algumas,79,Sem experiência,Às vezes,0.487,DRE e auditoria,50.48
2897,453215,171700,9.4,Produto,298.35,Receita diversificada,1,0.276,Algumas,Não,Não reconhecida,"Sim, forte",Alto,Claro e executado,37,Parcialmente,Parcialmente,Algumas,7,Sem experiência,Regularmente,0.413,DRE e auditoria,56.12
2757,740906,17300,3.9,Produto,270.84,3–5 clientes >50%,4,0.215,Muitas,Série A+,Não reconhecida,"Sim, forte",Médio,Não existe,19,Quase nada,Sim,"Sim, regularmente",126,Sem experiência,Nunca,0.464,Controles básicos,56.95
2923,1320,420899,8.2,Produto,17.62,Receita diversificada,1,0.121,Algumas,Seed/Pré-Série A,Não reconhecida,"Sim, forte",Médio,Não existe,37,Quase tudo,Não,"Sim, regularmente",45,Sem experiência,Nunca,0.419,DRE e auditoria,55.39
141,196620,11011076,8.7,Serviço,6896.78,3–5 clientes >50%,3,0.162,Nenhuma,Não,Algum reconhecimento,Não,Médio,Parcial,70,Quase nada,Não,Não,43,Experiência parcial,Regularmente,0.315,Controles básicos,47.98
134,1378821,2455062,5.7,Serviço,1330.58,3–5 clientes >50%,4,0.318,Algumas,Série A+,Algum reconhecimento,Não,Médio,Não existe,36,Quase tudo,Sim,"Sim, regularmente",155,Sem experiência,Nunca,0.247,DRE e auditoria,61.62
184,1113142,16550796,9.5,Produto,860.63,3–5 clientes >50%,3,0.355,Algumas,Aceleradora/Anjo,Algum reconhecimento,Ocasionalmente,Médio,Claro e executado,14,Quase nada,Parcialmente,Algumas,27,Experiência parcial,Regularmente,0.452,Não existem controles,40.76
2523,807468,191975,8.6,Produto,398.9,1–2 clientes >50%,5,0.094,Muitas,Aceleradora/Anjo,Algum reconhecimento,Não,Alto,Não existe,56,Quase tudo,Sim,Não,13,Sem experiência,Às vezes,0.451,Não existem controles,48.12
1453,239539,4201902,6.8,Serviço,1905.39,1–2 clientes >50%,5,0.238,Nenhuma,Seed/Pré-Série A,Reconhecimento forte,Ocasionalmente,Baixo,Claro e executado,76,Quase tudo,Não,"Sim, regularmente",113,Experiência parcial,Regularmente,0.074,DRE e auditoria,48.67
4013,39008,3624337,2.7,Serviço,7871.23,3–5 clientes >50%,5,0.341,Poucas,Não,Reconhecimento forte,"Sim, forte",Médio,Não existe,43,Parcialmente,Não,"Sim, regularmente",146,Sem experiência,Nunca,0.256,Não existem controles,37.07
3139,870395,35446,4.8,Produto,975.07,3–5 clientes >50%,4,0.115,Muitas,Aceleradora/Anjo,Não reconhecida,"Sim, forte",Baixo,Claro e executado,11,Quase tudo,Sim,Não,190,Sem experiência,Regularmente,0.013,DRE e auditoria,66.53
2602,1033019,589028,3.7,Serviço,2637.64,1–2 clientes >50%,4,0.134,Algumas,Aceleradora/Anjo,Reconhecimento forte,Não,Baixo,Parcial,19,Quase nada,Não,Algumas,17,Experiência parcial,Nunca,0.002,DRE e auditoria,52.71
230,271094,422924,7.9,Serviço,1102.55,1–2 clientes >50%,4,0.371,Poucas,Aceleradora/Anjo,Algum reconhecimento,Ocasionalmente,Alto,Claro e executado,43,Quase tudo,Sim,Não,121,Sem experiência,Regularmente,0.17,Controles básicos,51.95
1799,908870,18890962,3.1,Serviço,16325.17,1–2 clientes >50%,2,0.081,Algumas,Seed/Pré-Série A,Reconhecimento forte,Ocasionalmente,Alto,Não existe,27,Parcialmente,Parcialmente,Algumas,39,Experiência forte,Nunca,0.248,DRE e auditoria,68.32
3295,138485,586599,5.1,Serviço,1200.41,3–5 clientes >50%,1,0.23,Algumas,Seed/Pré-Série A,Reconhecimento forte,Ocasionalmente,Médio,Claro e executado,8,Parcialmente,Parcialmente,"Sim, regularmente",68,Experiência forte,Às vezes,0.006,Controles básicos,55.98
4698,365017,8294850,2.7,Produto,683.62,1–2 clientes >50%,2,0.198,Nenhuma,Não,Não reconhecida,Não,Alto,Parcial,92,Parcialmente,Parcialmente,Algumas,149,Experiência forte,Às vezes,0.096,Não existem controles,41.66
1994,82382,51823,7.3,Serviço,1949.35,Receita diversificada,5,0.255,Muitas,Seed/Pré-Série A,Não reconhecida,"Sim, forte",Alto,Não existe,-10,Parcialmente,Parcialmente,Não,73,Experiência parcial,Às vezes,0.323,Não existem controles,40.52
2756,15983,139078,0.6,Serviço,9356.05,1–2 clientes >50%,1,0.036,Nenhuma,Não,Não reconhecida,Ocasionalmente,Baixo,Parcial,47,Parcialmente,Parcialmente,Algumas,51,Sem experiência,Às vezes,0.315,DRE e auditoria,43.68
4703,9179,38313,3.3,Serviço,6358.54,Receita diversificada,3,0.301,Algumas,Não,Reconhecimento forte,"Sim, forte",Baixo,Claro e executado,40,Quase tudo,Não,Não,92,Sem experiência,Às vezes,0.268,DRE e auditoria,49.55
774,164580,455816,7.6,Serviço,4994.63,3–5 clientes >50%,3,0.231,Muitas,Aceleradora/Anjo,Não reconhecida,Não,Médio,Parcial,30,Parcialmente,Não,"Sim, regularmente",183,Experiência forte,Regularmente,0.011,Não existem controles,44.33
3177,1148843,593749,1.0,Produto,4237.79,3–5 clientes >50%,1,0.288,Muitas,Seed/Pré-Série A,Algum reconhecimento,Ocasionalmente,Baixo,Claro e executado,60,Quase nada,Parcialmente,Algumas,20,Experiência forte,Regularmente,0.45,DRE e auditoria,64.0
4470,3671,18803413,8.0,Serviço,293.4,1–2 clientes >50%,2,0.099,Poucas,Não,Reconhecimento forte,Ocasionalmente,Baixo,Parcial,38,Parcialmente,Parcialmente,Algumas,148,Experiência forte,Às vezes,0.328,DRE e auditoria,58.48
1478,198604,113399,7.8,Serviço,909.31,Receita diversificada,2,0.028,Poucas,Não,Reconhecimento forte,Ocasionalmente,Baixo,Parcial,16,Quase tudo,Não,Algumas,181,Sem experiência,Regularmente,0.41,Controles básicos,56.29
1479,1983374,183658,0.4,Produto,55.32,3–5 clientes >50%,2,0.384,Algumas,Não,Reconhecimento forte,Ocasionalmente,Médio,Parcial,-9,Parcialmente,Parcialmente,Não,164,Experiência forte,Às vezes,0.243,Controles básicos,50.41
2330,350395,38566,9.7,Serviço,208.92,3–5 clientes >50%,3,0.22,Muitas,Seed/Pré-Série A,Algum reconhecimento,Ocasionalmente,Baixo,Parcial,2,Quase nada,Sim,Algumas,56,Experiência parcial,Às vezes,0.254,DRE e auditoria,58.83
1255,78819,213732,5.3,Produto,2438.3,1–2 clientes >50%,5,0.145,Poucas,Seed/Pré-Série A,Não reconhecida,Não,Alto,Claro e executado,-1,Parcialmente,Sim,Algumas,3,Experiência parcial,Regularmente,0.041,Controles básicos,50.38
3059,10119,6027081,0.2,Serviço,32450.5,3–5 clientes >50%,5,0.05,Poucas,Aceleradora/Anjo,Reconhecimento forte,"Sim, forte",Baixo,Parcial,16,Quase tudo,Não,"Sim, regularmente",179,Experiência forte,Regularmente,0.461,Não existem controles,42.7
2792,36972,1877730,9.1,Serviço,280.76,Receita diversificada,4,0.225,Muitas,Não,Algum reconhecimento,Não,Baixo,Não existe,42,Parcialmente,Parcialmente,Não,122,Experiência forte,Nunca,0.066,Não existem controles,43.7
2304,93957,126061,0.7,Serviço,46258.17,3–5 clientes >50%,1,0.089,Muitas,Não,Não reconhecida,Não,Baixo,Parcial,31,Quase tudo,Não,Algumas,187,Experiência parcial,Às vezes,0.358,DRE e auditoria,62.68
2804,96124,197069,8.3,Serviço,1881.42,3–5 clientes >50%,2,0.354,Nenhuma,Não,Reconhecimento forte,Não,Alto,Não existe,27,Parcialmente,Não,"Sim, regularmente",101,Experiência forte,Nunca,0.194,Controles básicos,42.82
3641,293174,4349556,2.1,Serviço,300.97,3–5 clientes >50%,3,0.117,Nenhuma,Seed/Pré-Série A,Reconhecimento forte,"Sim, forte",Médio,Claro e executado,65,Quase tudo,Parcialmente,Algumas,101,Experiência parcial,Nunca,0.298,DRE e auditoria,57.68
4509,113404,17029178,0.9,Serviço,44823.73,Receita diversificada,1,0.248,Poucas,Série A+,Reconhecimento forte,"Sim, forte",Baixo,Parcial,91,Quase tudo,Sim,"Sim, regularmente",112,Sem experiência,Nunca,0.29,Controles básicos,53.33
3082,346476,9135342,6.7,Serviço,665.48,3–5 clientes >50%,2,0.075,Nenhuma,Série A+,Algum reconhecimento,"Sim, forte",Baixo,Não existe,40,Quase nada,Sim,"Sim, regularmente",112,Experiência forte,Nunca,0.039,Não existem controles,42.62
724,22088,264535,3.1,Produto,463.81,3–5 clientes >50%,1,0.376,Poucas,Série A+,Não reconhecida,"Sim, forte",Médio,Não existe,9,Quase nada,Sim,"Sim, regularmente",176,Experiência parcial,Nunca,0.387,Controles básicos,44.23
3350,59336,63082,8.3,Produto,2060.87,Receita diversificada,3,0.057,Muitas,Série A+,Não reconhecida,"Sim, forte",Baixo,Não existe,7,Parcialmente,Parcialmente,"Sim, regularmente",103,Experiência forte,Nunca,0.194,Não existem controles,47.25
1603,459075,467849,3.3,Produto,809.61,Receita diversificada,4,0.318,Nenhuma,Série A+,Algum reconhecimento,"Sim, forte",Alto,Claro e executado,16,Parcialmente,Parcialmente,Algumas,135,Experiência parcial,Regularmente,0.049,Controles básicos,46.76
2391,171607,110328,9.9,Serviço,4522.35,1–2 clientes >50%,3,0.171,Poucas,Não,Não reconhecida,"Sim, forte",Alto,Não existe,5,Parcialmente,Não,"Sim, regularmente",200,Experiência forte,Às vezes,0.067,DRE e auditoria,56.86
3334,342933,68747,3.1,Produto,924.22,Receita diversificada,1,0.279,Algumas,Não,Algum reconhecimento,"Sim, forte",Baixo,Não existe,18,Quase nada,Não,Algumas,160,Experiência forte,Regularmente,0.269,Controles básicos,49.48
2953,69907,3455429,6.3,Serviço,14482.01,Receita diversificada,5,0.019,Muitas,Aceleradora/Anjo,Reconhecimento forte,Não,Médio,Claro e executado,0,Quase nada,Não,"Sim, regularmente",89,Experiência forte,Regularmente,0.005,Controles básicos,71.52
2722,153713,12136009,6.6,Serviço,11011.33,3–5 clientes >50%,4,0.154,Algumas,Seed/Pré-Série A,Reconhecimento forte,Não,Médio,Não existe,23,Quase nada,Parcialmente,Não,104,Sem experiência,Nunca,0.096,Controles básicos,55.25
1543,60581,13227391,2.8,Serviço,123.29,3–5 clientes >50%,1,0.39,Nenhuma,Não,Algum reconhecimento,Ocasionalmente,Alto,Não existe,92,Quase tudo,Não,"Sim, regularmente",131,Sem experiência,Regularmente,0.021,Não existem controles,37.27
3569,3411,11324243,1.3,Serviço,7558.96,3–5 clientes >50%,5,0.194,Nenhuma,Série A+,Algum reconhecimento,Ocasionalmente,Baixo,Parcial,31,Quase tudo,Sim,Algumas,23,Sem experiência,Regularmente,0.377,Não existem controles,37.65
2535,18726,3653375,6.4,Produto,740.74,Receita diversificada,1,0.016,Nenhuma,Seed/Pré-Série A,Algum reconhecimento,"Sim, forte",Médio,Não existe,77,Quase nada,Não,"Sim, regularmente",99,Sem experiência,Regularmente,0.33,DRE e auditoria,53.96
1881,8125,5032604,8.6,Produto,634.23,Receita diversificada,3,0.142,Muitas,Aceleradora/Anjo,Reconhecimento forte,Não,Alto,Parcial,17,Quase tudo,Sim,"Sim, regularmente",74,Sem experiência,Às vezes,0.299,DRE e auditoria,69.39
1138,54226,95257,9.2,Produto,48.82,1–2 clientes >50%,2,0.067,Nenhuma,Aceleradora/Anjo,Não reconhecida,Ocasionalmente,Baixo,Parcial,94,Parcialmente,Sim,Não,60,Experiência forte,Nunca,0.213,Não existem controles,39.25
1653,1884721,80023,7.0,Produto,367.48,1–2 clientes >50%,2,0.155,Nenhuma,Aceleradora/Anjo,Algum reconhecimento,Ocasionalmente,Médio,Claro e executado,19,Parcialmente,Não,Algumas,16,Experiência forte,Às vezes,0.213,Não existem controles,35.83
1742,1008613,4559450,7.3,Produto,1750.05,Receita diversificada,5,0.079,Poucas,Série A+,Reconhecimento forte,Não,Alto,Não existe,41,Parcialmente,Parcialmente,Não,155,Experiência parcial,Às vezes,0.133,Não existem controles,46.75
2638,1674084,193862,4.3,Serviço,19065.65,Receita diversificada,1,0.223,Nenhuma,Seed/Pré-Série A,Algum reconhecimento,Ocasionalmente,Baixo,Não existe,10,Quase tudo,Sim,"Sim, regularmente",159,Experiência forte,Nunca,0.313,DRE e auditoria,50.59
4729,82454,93679,4.8,Serviço,6937.52,1–2 clientes >50%,1,0.096,Muitas,Seed/Pré-Série A,Reconhecimento forte,Ocasionalmente,Alto,Não existe,-8,Parcialmente,Não,Não,35,Experiência forte,Regularmente,0.255,DRE e auditoria,60.88
4560,1166041,991502,3.5,Produto,57.01,3–5 clientes >50%,3,0.292,Algumas,Seed/Pré-Série A,Não reconhecida,"Sim, forte",Médio,Claro e executado,11,Quase nada,Parcialmente,Não,122,Experiência parcial,Às vezes,0.226,Não existem controles,39.64
3673,2001,2668417,9.7,Produto,712.82,3–5 clientes >50%,3,0.063,Algumas,Aceleradora/Anjo,Reconhecimento forte,"Sim, forte",Baixo,Não existe,95,Quase nada,Não,"Sim, regularmente",135,Sem experiência,Às vezes,0.317,Não existem controles,42.85
564,64381,2255177,3.8,Serviço,1655.78,1–2 clientes >50%,3,0.341,Algumas,Aceleradora/Anjo,Reconhecimento forte,Não,Baixo,Claro e executado,-2,Parcialmente,Parcialmente,"Sim, regularmente",170,Sem experiência,Às vezes,0.246,Não existem controles,35.73
4016,12531,13429542,0.9,Serviço,29217.26,1–2 clientes >50%,5,0.293,Nenhuma,Aceleradora/Anjo,Reconhecimento forte,Ocasionalmente,Alto,Não existe,97,Quase tudo,Não,Não,200,Experiência forte,Nunca,0.154,Controles básicos,46.1
3171,2743,816204,8.6,Serviço,508.72,3–5 clientes >50%,2,0.061,Nenhuma,Aceleradora/Anjo,Algum reconhecimento,Ocasionalmente,Médio,Claro e executado,24,Quase nada,Não,"Sim, regularmente",144,Sem experiência,Regularmente,0.369,Controles básicos,42.84
